# Phase 4a catalog of every legacy alias #define'd in the four pre-SSOT
# compat sources. Input to gen_errors_compat.py. Each row lists the legacy
# spelling, where it currently lives, and the canonical errors.tsv name
# the generator will point the alias at post-cutover.
#
# This file is an INPUT to the generator (like errors.tsv), not an output.
# It is hand-maintained; only edit when mining a new legacy source or when
# a human has approved a semantic re-targeting.
#
# Rows preceded by "# CHANGED:" flag an intentional mapping change from
# the pre-SSOT target. Reason is appended to the comment line.
#
# Symbols that are now CANONICAL enum members in data/errors.tsv
# (VERIFY_FAIL, WRITE_PROTECT, PROTECTION, ENCODING, SYNC_LOST, WEAK_BITS,
# TIMING, ID_MISMATCH, DELETED_DATA, MISSING_SECTOR, INCOMPLETE,
# PLL_UNLOCK, WRITE_FAULT, TRACK_OVERFLOW, COPY_DENIED, LONG_TRACK,
# NON_STANDARD, VERSION, CANCELLED, INVALID_STATE, UNKNOWN_FORMAT,
# FILE_OPEN, FILE_READ, FILE_WRITE, FILE_SEEK, FORMAT_INVALID, FILE_CREATE,
# PLUGIN_LOAD, PLUGIN_NOT_FOUND) are NOT listed below — their UFT_ERR_
# spelling is the enum name, and the UFT_ERROR_* mixed-case spelling is
# emitted by the main compat loop in gen_errors_compat.py.
#
# Columns (tab-separated):
#   symbol_name  current_target  source_file  proposed_canonical
#
# symbol_name   — exact legacy #define name (including prefix)
# current_target — what the pre-SSOT header expands to (enum member,
#                  _UFTEC_*, numeric literal, or other alias)
# source_file   — short tag: err_h | compat_h | codes_h | unified_h
# proposed_canonical — name from data/errors.tsv that the generator
#                      will expand the alias to

# === UFT_ERR_* legacy aliases (do NOT become canonical enum members) =====
# These are pure alias spellings. Nothing in here is a new enum value.

UFT_ERR_OUT_OF_RANGE	UFT_ERR_INVALID_ARG	compat_gen	INVALID_ARG
UFT_ERR_VERIFY_FAILED	UFT_ERR_CRC	compat_gen	VERIFY_FAIL
UFT_ERR_INVALID_FORMAT	UFT_ERR_FORMAT	compat_gen	FORMAT_INVALID
UFT_ERR_FORMAT_NOT_SUPPORTED	_UFTEC_UNSUP(-6)	compat_h	NOT_SUPPORTED
UFT_ERR_DISK_PROTECTED	UFT_ERR_NOT_PERMITTED	err_h	WRITE_PROTECT
UFT_ERR_READ_ONLY	UFT_ERR_NOT_PERMITTED	err_h	WRITE_PROTECT
UFT_ERR_GEOMETRY_MISMATCH	UFT_ERR_FORMAT	err_h	FORMAT_VARIANT
UFT_ERR_TRANSACTION_CONFLICT	UFT_ERR_INVALID_ARG	err_h	BUSY

# === UFT_ERROR_* mixed-case legacy aliases (in err_h and unified_h) =====
# These are the "noisy" 1127-site spellings. Each row maps to a canonical.
# The main compat loop auto-generates UFT_ERROR_<NAME> for every canonical
# row in errors.tsv, so only the aliases that have NO matching canonical
# row are listed here.

UFT_ERROR_NULL_POINTER	UFT_ERR_INVALID_ARG	err_h	NULL_POINTER
# CHANGED: UFT_ERROR_NULL_POINTER was → INVALID_ARG; retargeted to distinct NULL_POINTER canonical for consistency with UFT_ERR_NULL_PTR.
UFT_ERROR_NO_MEMORY	UFT_ERR_MEMORY	err_h	MEMORY
UFT_ERROR_FILE_OPEN	UFT_ERR_IO	err_h	FILE_OPEN
# CHANGED: UFT_ERROR_FILE_OPEN was → IO; FILE_OPEN now canonical (code -15), so retarget for specificity.
UFT_ERROR_DISK_PROTECTED	UFT_ERR_NOT_PERMITTED	err_h	WRITE_PROTECT
# CHANGED: UFT_ERROR_DISK_PROTECTED was → NOT_PERMITTED; WRITE_PROTECT now canonical (code -54), more specific.
UFT_ERROR_TRACK_NOT_FOUND	UFT_ERR_FORMAT	err_h	MISSING_SECTOR
# CHANGED: UFT_ERROR_TRACK_NOT_FOUND was → FORMAT; MISSING_SECTOR is forensically closer (track header present, data missing).
UFT_ERROR_SECTOR_NOT_FOUND	UFT_ERR_FORMAT	err_h	MISSING_SECTOR
# CHANGED: same reason as TRACK_NOT_FOUND.
UFT_ERROR_CRC_ERROR	UFT_ERR_CRC	err_h	CRC
UFT_ERROR_INVALID_ARG	UFT_ERR_INVALID_ARG	err_h	INVALID_ARG
UFT_ERROR_INVALID_STATE	UFT_ERR_INVALID_ARG	err_h	INVALID_STATE
# CHANGED: UFT_ERROR_INVALID_STATE was → INVALID_ARG; INVALID_STATE now canonical (code -93).
UFT_ERROR_CANCELLED	UFT_ERR_TIMEOUT	err_h	CANCELLED
# CHANGED: UFT_ERROR_CANCELLED was → TIMEOUT; CANCELLED now canonical (code -92).
UFT_ERROR_GEOMETRY_MISMATCH	UFT_ERR_FORMAT	err_h	FORMAT_VARIANT
UFT_ERROR_CONVERSION_LOSSY	UFT_ERR_FORMAT	err_h	FORMAT_VARIANT
UFT_ERROR_TRANSACTION_CONFLICT	UFT_ERR_INVALID_ARG	err_h	BUSY
# CHANGED: UFT_ERROR_TRANSACTION_CONFLICT was → INVALID_ARG; BUSY is semantically correct.
UFT_ERROR_TRANSACTION_LIMIT	UFT_ERR_INTERNAL	err_h	RESOURCE
# CHANGED: UFT_ERROR_TRANSACTION_LIMIT was → INTERNAL; RESOURCE (limit exceeded) is semantically correct.
UFT_ERROR_FILE_WRITE	UFT_ERR_IO	err_h	FILE_WRITE
# CHANGED: was IO; FILE_WRITE now canonical (code -19).
UFT_ERROR_FILE_READ	UFT_ERR_IO	err_h	FILE_READ
# CHANGED: was IO; FILE_READ now canonical (code -16).
UFT_ERROR_IO	UFT_ERR_IO	err_h	IO
UFT_ERROR_TOOL_FAILED	UFT_ERR_INTERNAL	err_h	INTERNAL
UFT_ERROR_UNKNOWN_ENCODING	UFT_ERR_FORMAT	err_h	ENCODING
# CHANGED: was FORMAT; ENCODING now canonical (code -27).
UFT_ERROR_PLUGIN_LOAD	UFT_ERR_INTERNAL	err_h	PLUGIN_LOAD
# CHANGED: was INTERNAL; PLUGIN_LOAD now canonical (code -95).
UFT_ERROR_PLUGIN_NOT_FOUND	UFT_ERR_NOT_SUPPORTED	err_h	PLUGIN_NOT_FOUND
# CHANGED: was NOT_SUPPORTED; PLUGIN_NOT_FOUND now canonical (code -96).
UFT_ERROR_BUFFER_TOO_SMALL	UFT_ERR_BUFFER_TOO_SMALL	err_h	BUFFER_TOO_SMALL
UFT_ERROR_NOT_IMPLEMENTED	UFT_ERR_NOT_IMPLEMENTED	err_h	NOT_IMPLEMENTED
UFT_ERROR_OUT_OF_RANGE	UFT_ERR_INVALID_ARG	err_h	INVALID_ARG
UFT_ERROR_TIMEOUT	UFT_ERR_TIMEOUT	err_h	TIMEOUT
UFT_ERROR_ALLOC_FAILED	UFT_ERR_MEMORY	err_h	MEMORY
UFT_ERROR_FILE_NOT_FOUND	UFT_ERR_FILE_NOT_FOUND	err_h	FILE_NOT_FOUND
UFT_ERROR_FILE_EXISTS	UFT_ERR_FILE_EXISTS	err_h	FILE_EXISTS
UFT_ERROR_FILE_SEEK	UFT_ERR_IO	err_h	FILE_SEEK
# CHANGED: was IO; FILE_SEEK now canonical (code -18).
UFT_ERROR_FILE_CORRUPT	UFT_ERR_CORRUPTED	err_h	CORRUPTED
UFT_ERROR_FILE_TOO_LARGE	UFT_ERR_IO	err_h	IO
UFT_ERROR_FILE_PERMISSION	UFT_ERR_PERMISSION	err_h	PERMISSION
UFT_ERROR_FORMAT_UNKNOWN	UFT_ERR_FORMAT	err_h	UNKNOWN_FORMAT
# CHANGED: was FORMAT; UNKNOWN_FORMAT now canonical (code -26), more specific.
UFT_ERROR_FORMAT_INVALID	UFT_ERR_FORMAT	err_h	FORMAT_INVALID
# CHANGED: approved semantic fix — was FORMAT, now distinct FORMAT_INVALID (code -25).
UFT_ERROR_FORMAT_MISMATCH	UFT_ERR_FORMAT_VARIANT	err_h	FORMAT_VARIANT
UFT_ERROR_DISK_READ	UFT_ERR_IO	err_h	IO
UFT_ERROR_DISK_WRITE	UFT_ERR_IO	err_h	IO
UFT_ERROR_DISK_NOTREADY	UFT_ERR_TIMEOUT	err_h	TIMEOUT
UFT_ERROR_TRACK_READ	UFT_ERR_IO	err_h	IO
UFT_ERROR_TRACK_WRITE	UFT_ERR_IO	err_h	IO
UFT_ERROR_HARDWARE	UFT_ERR_HARDWARE	err_h	HARDWARE
UFT_ERROR_USB	UFT_ERR_USB	err_h	USB
UFT_ERROR_BAD_CHECKSUM	UFT_ERR_CRC	err_h	CRC
UFT_ERROR_BAD_HEADER	UFT_ERR_FORMAT	err_h	FORMAT_INVALID
# CHANGED: was FORMAT; bad-header is a structural invalidity → FORMAT_INVALID.
UFT_ERROR_BAD_MAGIC	UFT_ERR_FORMAT	err_h	FORMAT_INVALID
# CHANGED: same reason as BAD_HEADER.
UFT_ERROR_DATA_CRC_ERROR	UFT_ERR_CRC	err_h	CRC
UFT_ERROR_DECODE_FAILED	UFT_ERR_FORMAT	err_h	ENCODING
# CHANGED: was FORMAT; decode failure is an encoding-layer issue.
UFT_ERROR_DEVICE_BUSY	UFT_ERR_TIMEOUT	err_h	BUSY
# CHANGED: was TIMEOUT; BUSY is semantically correct.
UFT_ERROR_DEVICE_ERROR	UFT_ERR_HARDWARE	err_h	HARDWARE
UFT_ERROR_DEVICE_NOT_FOUND	UFT_ERR_DEVICE_NOT_FOUND	err_h	DEVICE_NOT_FOUND
UFT_ERROR_DEVICE_OFFLINE	UFT_ERR_HARDWARE	err_h	HARDWARE
UFT_ERROR_DISK_CHANGED	UFT_ERR_IO	err_h	IO
UFT_ERROR_DISK_FULL	UFT_ERR_IO	err_h	IO
UFT_ERROR_DISK_NOT_READY	UFT_ERR_TIMEOUT	err_h	TIMEOUT
UFT_ERROR_DISK_REMOVED	UFT_ERR_IO	err_h	IO
UFT_ERROR_DRIVE_BUSY	UFT_ERR_TIMEOUT	err_h	BUSY
# CHANGED: was TIMEOUT; BUSY is semantically correct.
UFT_ERROR_DRIVE_NOT_FOUND	UFT_ERR_DEVICE_NOT_FOUND	err_h	DEVICE_NOT_FOUND
UFT_ERROR_ENCODE_FAILED	UFT_ERR_FORMAT	err_h	ENCODING
# CHANGED: same reason as DECODE_FAILED.
UFT_ERROR_FORMAT_CONVERT	UFT_ERR_FORMAT	err_h	FORMAT
UFT_ERROR_FORMAT_VERSION	UFT_ERR_FORMAT_VARIANT	err_h	FORMAT_VARIANT
UFT_ERROR_FUZZY_BITS	UFT_ERR_CRC	err_h	WEAK_BITS
# CHANGED: was CRC; WEAK_BITS is the correct forensic semantic (fuzzy bits = weak bits).
UFT_ERROR_ID_CRC_ERROR	UFT_ERR_CRC	err_h	CRC
UFT_ERROR_MOTOR_ERROR	UFT_ERR_HARDWARE	err_h	HARDWARE
UFT_ERROR_NO_DISK	UFT_ERR_IO	err_h	DEVICE_NOT_FOUND
# CHANGED: was IO; no-disk-in-drive is closer to DEVICE_NOT_FOUND.
UFT_ERROR_NO_INDEX	UFT_ERR_FORMAT	err_h	SYNC_LOST
# CHANGED: was FORMAT; no index pulse means no sync acquired.
UFT_ERROR_NO_SYNC	UFT_ERR_FORMAT	err_h	SYNC_LOST
# CHANGED: was FORMAT; SYNC_LOST now canonical (code -60).
UFT_ERROR_PLL_FAILED	UFT_ERR_FORMAT	err_h	PLL_UNLOCK
# CHANGED: was FORMAT; PLL_UNLOCK now canonical (code -67).
UFT_ERROR_PLUGIN_INIT	UFT_ERR_INTERNAL	err_h	PLUGIN_LOAD
# CHANGED: was INTERNAL; PLUGIN_LOAD now canonical (code -95).
UFT_ERROR_PLUGIN_VERSION	UFT_ERR_INTERNAL	err_h	VERSION
# CHANGED: was INTERNAL; VERSION now canonical (code -94).
UFT_ERROR_READ_PROTECTED	UFT_ERR_NOT_PERMITTED	err_h	NOT_PERMITTED
UFT_ERROR_SEEK_ERROR	UFT_ERR_IO	err_h	FILE_SEEK
# CHANGED: was IO; FILE_SEEK now canonical (code -18).
UFT_ERROR_STACK_OVERFLOW	UFT_ERR_MEMORY	err_h	MEMORY
UFT_ERROR_UNFORMATTED	UFT_ERR_FORMAT	err_h	FORMAT_INVALID
# CHANGED: was FORMAT; unformatted disk has structural invalidity.
UFT_ERROR_UNKNOWN	UFT_ERR_INTERNAL	err_h	UNKNOWN
# CHANGED: was INTERNAL; UNKNOWN canonical (code -100).
UFT_ERROR_USB_ERROR	UFT_ERR_USB	err_h	USB
UFT_ERROR_VERIFY_FAILED	UFT_ERR_CRC	err_h	VERIFY_FAIL
# CHANGED: was CRC; VERIFY_FAIL now canonical (code -4).
UFT_ERROR_WEAK_BITS	UFT_ERR_CRC	err_h	WEAK_BITS
# CHANGED: was CRC; WEAK_BITS now canonical (code -61).
UFT_ERROR_DISK_NOT_OPEN	UFT_ERR_IO	err_h	INVALID_STATE
# CHANGED: was IO; disk-not-open is an invalid-state condition.
UFT_ERROR_FORMAT_UNSUPPORTED	UFT_ERR_NOT_SUPPORTED	err_h	NOT_SUPPORTED
UFT_ERROR_INVALID_ARGUMENT	UFT_ERR_INVALID_ARG	err_h	INVALID_ARG
UFT_ERROR_OVERFLOW	UFT_ERR_INVALID_ARG	err_h	INVALID_ARG
UFT_ERROR_CRC	UFT_ERR_CRC	err_h	CRC
UFT_ERROR_INTERNAL	UFT_ERR_INTERNAL	err_h	INTERNAL
UFT_ERROR_DECODE	UFT_ERR_FORMAT	unified_h	ENCODING
# CHANGED: was FORMAT; decode is encoding-layer.
UFT_ERROR_INVALID_FORMAT	UFT_ERR_FORMAT	unified_h	FORMAT_INVALID
# CHANGED: approved semantic fix.
UFT_ERROR_NO_DATA	UFT_ERR_CORRUPTED	unified_h	MISSING_SECTOR
# CHANGED: approved semantic fix (matches UFT_ERR_NO_DATA).
UFT_ERROR_NOT_FOUND	UFT_ERR_FILE_NOT_FOUND	unified_h	FILE_NOT_FOUND
UFT_ERROR_INVALID_PARAM	UFT_ERR_INVALID_ARG	unified_h	INVALID_ARG
UFT_ERROR_FORMAT_NOT_SUPPORTED	_UFTEC_UNSUP(-6)	compat_h	NOT_SUPPORTED

# === UFT_IO_ERR_* / UFT_IR_ERR_* subsystem aliases (compat_h + codes_h) ==
UFT_IO_ERR_READ	_UFTEC_IO(-100)	compat_h	IO
UFT_IO_ERR_WRITE	_UFTEC_IO(-100)	compat_h	IO
UFT_IO_ERR_EOF	_UFTEC_IO(-100)	compat_h	EOF
# CHANGED: was IO; EOF now canonical (code -14), more specific.
UFT_IR_ERR_READ	_UFTEC_IO(-100)	compat_h	IO

# === UFT_E<short> posix-ish aliases (compat_h) ===========================
# (Generated by existing SHORT_E_ALIASES loop; listed here for coverage.)
UFT_EINVAL	_UFTEC_INVAL(-2)	compat_h	INVALID_ARG
UFT_EIO	_UFTEC_IO(-100)	compat_h	IO
UFT_EFORMAT	_UFTEC_CORRUPT(-208)	compat_h	FORMAT
# CHANGED: was CORRUPT; FORMAT is the semantically correct target.
UFT_EUNSUPPORTED	_UFTEC_UNSUP(-6)	compat_h	NOT_SUPPORTED
UFT_ENOMEM	_UFTEC_MEM(-500)	compat_h	MEMORY
UFT_ECRC	_UFTEC_CRC(-300)	compat_h	CRC
UFT_ENOT_IMPLEMENTED	_UFTEC_NOTIMPL(-5)	compat_h	NOT_IMPLEMENTED
UFT_ETIMEOUT	_UFTEC_TIMEOUT(-10)	compat_h	TIMEOUT

# === UFT_E_* subsystem codes (codes_h — the P2-ARCH-006 surface) ==========
# These are a parallel numeric space (-1..-799) that the codes_h header
# defined. Post-SSOT, each maps to the closest canonical enum member.
# Many of them duplicate UFT_ERR_<NAME> with only the prefix changed.

UFT_E_GENERIC	-1	codes_h	INTERNAL
UFT_E_INVALID_ARG	-2	codes_h	INVALID_ARG
UFT_E_NULL_PTR	-3	codes_h	NULL_POINTER
UFT_E_BUFFER_TOO_SMALL	-4	codes_h	BUFFER_TOO_SMALL
UFT_E_NOT_IMPLEMENTED	-5	codes_h	NOT_IMPLEMENTED
UFT_E_NOT_SUPPORTED	-6	codes_h	NOT_SUPPORTED
UFT_E_NOT_FOUND	-7	codes_h	FILE_NOT_FOUND
UFT_E_ALREADY_EXISTS	-8	codes_h	FILE_EXISTS
UFT_E_BUSY	-9	codes_h	BUSY
UFT_E_TIMEOUT	-10	codes_h	TIMEOUT
UFT_E_CANCELLED	-11	codes_h	CANCELLED
UFT_E_OVERFLOW	-12	codes_h	INVALID_ARG
UFT_E_UNDERFLOW	-13	codes_h	INVALID_ARG
UFT_E_RANGE	-14	codes_h	INVALID_ARG
UFT_E_STATE	-15	codes_h	INVALID_STATE
UFT_E_LOCKED	-16	codes_h	BUSY
UFT_E_PERMISSION	-17	codes_h	PERMISSION
UFT_E_VERSION	-18	codes_h	VERSION
UFT_E_INTERNAL	-19	codes_h	INTERNAL
UFT_E_SECURITY	-20	codes_h	INVALID_PATH
UFT_E_IO	-100	codes_h	IO
UFT_E_FILE_NOT_FOUND	-101	codes_h	FILE_NOT_FOUND
UFT_E_FILE_EXISTS	-102	codes_h	FILE_EXISTS
UFT_E_FILE_OPEN	-103	codes_h	FILE_OPEN
UFT_E_FILE_READ	-104	codes_h	FILE_READ
UFT_E_FILE_WRITE	-105	codes_h	FILE_WRITE
UFT_E_FILE_SEEK	-106	codes_h	FILE_SEEK
UFT_E_FILE_CLOSE	-107	codes_h	IO
UFT_E_FILE_CREATE	-108	codes_h	FILE_CREATE
UFT_E_FILE_DELETE	-109	codes_h	IO
UFT_E_FILE_TOO_LARGE	-110	codes_h	IO
UFT_E_FILE_TOO_SMALL	-111	codes_h	IO
UFT_E_FILE_TRUNCATED	-112	codes_h	INCOMPLETE
UFT_E_PATH_INVALID	-113	codes_h	INVALID_PATH
UFT_E_PATH_TOO_LONG	-114	codes_h	INVALID_PATH
UFT_E_DIR_NOT_FOUND	-115	codes_h	FILE_NOT_FOUND
UFT_E_DIR_NOT_EMPTY	-116	codes_h	IO
UFT_E_DISK_FULL	-117	codes_h	IO
UFT_E_READ_ONLY	-118	codes_h	WRITE_PROTECT
UFT_E_EOF	-119	codes_h	EOF
UFT_E_FORMAT	-200	codes_h	FORMAT
UFT_E_FORMAT_UNKNOWN	-201	codes_h	UNKNOWN_FORMAT
UFT_E_FORMAT_INVALID	-202	codes_h	FORMAT_INVALID
UFT_E_FORMAT_UNSUPPORTED	-203	codes_h	NOT_SUPPORTED
UFT_E_FORMAT_VERSION	-204	codes_h	FORMAT_VARIANT
UFT_E_MAGIC	-205	codes_h	FORMAT_INVALID
UFT_E_HEADER	-206	codes_h	FORMAT_INVALID
UFT_E_CHECKSUM	-207	codes_h	CRC
UFT_E_CORRUPT	-208	codes_h	CORRUPTED
UFT_E_TRUNCATED	-209	codes_h	INCOMPLETE
UFT_E_INCOMPLETE	-210	codes_h	INCOMPLETE
UFT_E_PARSE	-211	codes_h	FORMAT_INVALID
UFT_E_SYNTAX	-212	codes_h	FORMAT_INVALID
UFT_E_ENCODING	-213	codes_h	ENCODING
UFT_E_COMPRESSION	-214	codes_h	FORMAT
UFT_E_DECOMPRESSION	-215	codes_h	FORMAT
UFT_E_DECODE	-300	codes_h	ENCODING
UFT_E_DECODE_SYNC	-301	codes_h	SYNC_LOST
UFT_E_DECODE_IDAM	-302	codes_h	ID_MISMATCH
UFT_E_DECODE_DAM	-303	codes_h	MISSING_SECTOR
UFT_E_DECODE_CRC	-304	codes_h	CRC
UFT_E_DECODE_BITSLIP	-305	codes_h	ENCODING
UFT_E_DECODE_PLL	-306	codes_h	PLL_UNLOCK
UFT_E_DECODE_WEAK	-307	codes_h	WEAK_BITS
UFT_E_DECODE_SPLICE	-308	codes_h	TIMING
UFT_E_DECODE_DENSITY	-309	codes_h	TIMING
UFT_E_DECODE_TIMING	-310	codes_h	TIMING
UFT_E_ENCODE	-320	codes_h	ENCODING
UFT_E_ENCODE_OVERFLOW	-321	codes_h	TRACK_OVERFLOW
UFT_E_NOT_DETECTED	-330	codes_h	FORMAT_DETECT
UFT_E_NOT_REGISTERED	-331	codes_h	PLUGIN_NOT_FOUND
UFT_E_HARDWARE	-400	codes_h	HARDWARE
UFT_E_HW_NOT_FOUND	-401	codes_h	DEVICE_NOT_FOUND
UFT_E_HW_OPEN	-402	codes_h	HARDWARE
UFT_E_HW_CLOSE	-403	codes_h	HARDWARE
UFT_E_HW_TIMEOUT	-404	codes_h	TIMEOUT
UFT_E_HW_BUSY	-405	codes_h	BUSY
UFT_E_HW_RESET	-406	codes_h	HARDWARE
UFT_E_HW_COMM	-407	codes_h	HARDWARE
UFT_E_HW_PROTOCOL	-408	codes_h	HARDWARE
UFT_E_HW_FIRMWARE	-409	codes_h	VERSION
UFT_E_DRIVE_NOT_READY	-410	codes_h	TIMEOUT
UFT_E_NO_DISK	-411	codes_h	DEVICE_NOT_FOUND
UFT_E_WRITE_PROTECT	-412	codes_h	WRITE_PROTECT
UFT_E_SEEK	-413	codes_h	FILE_SEEK
UFT_E_INDEX	-414	codes_h	SYNC_LOST
UFT_E_MOTOR	-415	codes_h	HARDWARE
UFT_E_MEMORY	-500	codes_h	MEMORY
UFT_E_NOMEM	-501	codes_h	MEMORY
UFT_E_ALLOC	-502	codes_h	MEMORY
UFT_E_REALLOC	-503	codes_h	MEMORY
UFT_E_FREE	-504	codes_h	INTERNAL
UFT_E_LEAK	-505	codes_h	INTERNAL
UFT_E_ALIGNMENT	-506	codes_h	INTERNAL
UFT_E_STACK	-507	codes_h	MEMORY
UFT_E_PROTECTION	-600	codes_h	PROTECTION
UFT_E_PROT_DETECTED	-601	codes_h	PROTECTION
UFT_E_PROT_UNSUPPORTED	-602	codes_h	NOT_SUPPORTED
UFT_E_PROT_INCOMPLETE	-603	codes_h	INCOMPLETE
UFT_E_PROT_VERIFY	-604	codes_h	VERIFY_FAIL
UFT_E_VALIDATION	-700	codes_h	INVALID_ARG
UFT_E_VERIFY	-701	codes_h	VERIFY_FAIL
UFT_E_MISMATCH	-702	codes_h	VERIFY_FAIL
UFT_E_HASH	-703	codes_h	CRC
UFT_E_SIGNATURE	-704	codes_h	CRC
UFT_E_BOUNDS	-705	codes_h	INVALID_ARG
UFT_E_CONSTRAINT	-706	codes_h	INVALID_ARG
# === UFT_IR_* / UFT_DEC_* subsystem aliases (codes_h legacy sections) =====
UFT_IR_OK	UFT_OK	codes_h	SUCCESS
UFT_IR_ERR_NOMEM	UFT_E_NOMEM	codes_h	MEMORY
UFT_IR_ERR_INVALID	UFT_E_INVALID_ARG	codes_h	INVALID_ARG
UFT_IR_ERR_OVERFLOW	UFT_E_OVERFLOW	codes_h	INVALID_ARG
UFT_IR_ERR_IO	UFT_E_IO	codes_h	IO
UFT_IR_ERR_FORMAT	UFT_E_FORMAT	codes_h	FORMAT
UFT_IR_ERR_VERSION	UFT_E_FORMAT_VERSION	codes_h	FORMAT_VARIANT
UFT_IR_ERR_CHECKSUM	UFT_E_CHECKSUM	codes_h	CRC
UFT_IR_ERR_COMPRESSION	UFT_E_COMPRESSION	codes_h	FORMAT
UFT_IR_ERR_NOT_FOUND	UFT_E_NOT_FOUND	codes_h	FILE_NOT_FOUND
UFT_IR_ERR_DUPLICATE	UFT_E_ALREADY_EXISTS	codes_h	FILE_EXISTS
UFT_IR_ERR_CORRUPT	UFT_E_CORRUPT	codes_h	CORRUPTED
UFT_DEC_OK	UFT_OK	codes_h	SUCCESS
UFT_DEC_ERR_INVALID_ARG	UFT_E_INVALID_ARG	codes_h	INVALID_ARG
UFT_DEC_ERR_NO_MEMORY	UFT_E_NOMEM	codes_h	MEMORY
UFT_DEC_ERR_NOT_DETECTED	UFT_E_NOT_DETECTED	codes_h	FORMAT_DETECT
UFT_DEC_ERR_DECODE_FAILED	UFT_E_DECODE	codes_h	ENCODING
UFT_DEC_ERR_ENCODE_FAILED	UFT_E_ENCODE	codes_h	ENCODING
UFT_DEC_ERR_CRC_ERROR	UFT_E_DECODE_CRC	codes_h	CRC
